timestamp,channel0,channel1,channel2,channel3,channel4,channel5,channel6,channel7
2025-02-14T16:41:43.299534Z,97506,
2025-02-14T16:41:44.803752Z,97497,
2025-02-14T16:41:46.299012Z,97510,
2025-02-14T16:41:47.792915Z,97518,
2025-02-14T16:41:49.287402Z,97543,
2025-02-14T16:41:50.783932Z,97536,
2025-02-14T16:41:52.278101Z,97512,
2025-02-14T16:41:53.774576Z,97533,
2025-02-14T16:41:55.267673Z,97549,
2025-02-14T16:41:56.762677Z,97557,
2025-02-14T16:41:58.258918Z,97531,
2025-02-14T16:41:59.752497Z,97541,
2025-02-14T16:42:01.248279Z,97549,
2025-02-14T16:42:02.743658Z,97528,
2025-02-14T16:42:04.239201Z,97539,
2025-02-14T16:42:05.733611Z,97558,
2025-02-14T16:42:07.228778Z,97531,
2025-02-14T16:42:08.723928Z,97520,
2025-02-14T16:42:10.218461Z,97511,
2025-02-14T16:42:11.714591Z,97513,
2025-02-14T16:42:13.208898Z,97546,
2025-02-14T16:42:14.703877Z,97527,
2025-02-14T16:42:16.199060Z,97560,
2025-02-14T16:42:17.693714Z,97522,
2025-02-14T16:42:19.187803Z,97522,
2025-02-14T16:42:20.683169Z,97561,
2025-02-14T16:42:22.180948Z,97551,
2025-02-14T16:42:23.674595Z,97555,
2025-02-14T16:42:25.172091Z,97578,
2025-02-14T16:42:26.666965Z,97544,
2025-02-14T16:42:28.161670Z,97554,
2025-02-14T16:42:29.654734Z,97557,
2025-02-14T16:42:31.151005Z,97535,
2025-02-14T16:42:32.647291Z,97540,
2025-02-14T16:42:34.139626Z,97547,
2025-02-14T16:42:35.634868Z,97493,
2025-02-14T16:42:37.132134Z,97516,
2025-02-14T16:42:38.626864Z,97511,
2025-02-14T16:42:40.120880Z,97526,
2025-02-14T16:42:41.616362Z,97517,
2025-02-14T16:42:43.111842Z,97521,
2025-02-14T16:42:44.606569Z,97528,
2025-02-14T16:42:46.101910Z,97519,
2025-02-14T16:42:47.597674Z,97522,
2025-02-14T16:42:49.092810Z,97529,
2025-02-14T16:42:50.587554Z,97524,
2025-02-14T16:42:52.081382Z,97510,
2025-02-14T16:42:53.578490Z,97523,
2025-02-14T16:42:55.073810Z,97526,
2025-02-14T16:42:56.567158Z,97500,
2025-02-14T16:42:58.062350Z,97515,
2025-02-14T16:42:59.557080Z,97530,
2025-02-14T16:43:01.051662Z,97516,
2025-02-14T16:43:02.547060Z,97531,
2025-02-14T16:43:04.040548Z,97524,
2025-02-14T16:43:05.535945Z,97536,
2025-02-14T16:43:07.031892Z,97523,
2025-02-14T16:43:08.526679Z,97522,
2025-02-14T16:43:10.021766Z,97503,
2025-02-14T16:43:11.517133Z,97518,
2025-02-14T16:43:13.010907Z,97509,
2025-02-14T16:43:14.506579Z,97541,
2025-02-14T16:43:16.001547Z,97503,
2025-02-14T16:43:17.497532Z,97548,
2025-02-14T16:43:18.991756Z,97524,
2025-02-14T16:43:20.485986Z,97526,
2025-02-14T16:43:21.981450Z,97517,
2025-02-14T16:43:23.476213Z,97520,
2025-02-14T16:43:24.970922Z,97524,
2025-02-14T16:43:26.464990Z,97560,
2025-02-14T16:43:27.959928Z,97536,
2025-02-14T16:43:29.455389Z,97495,
2025-02-14T16:43:30.951037Z,97535,
2025-02-14T16:43:32.445704Z,97521,
2025-02-14T16:43:33.940083Z,97543,
2025-02-14T16:43:35.435672Z,97526,
2025-02-14T16:43:36.930234Z,97554,
2025-02-14T16:43:38.425710Z,97540,
2025-02-14T16:43:39.923416Z,97554,
2025-02-14T16:43:41.419837Z,97532,
2025-02-14T16:43:42.913868Z,97559,
2025-02-14T16:43:44.408534Z,97557,
2025-02-14T16:43:45.903080Z,97552,
2025-02-14T16:43:47.396731Z,97562,
2025-02-14T16:43:48.892843Z,97548,
2025-02-14T16:43:50.388538Z,97547,
2025-02-14T16:43:51.882890Z,97560,
2025-02-14T16:43:53.378475Z,97529,
2025-02-14T16:43:54.873123Z,97562,
2025-02-14T16:43:56.369058Z,97526,
2025-02-14T16:43:57.862833Z,97528,
2025-02-14T16:43:59.358547Z,97531,
2025-02-14T16:44:00.852731Z,97516,
2025-02-14T16:44:02.348621Z,97538,
2025-02-14T16:44:03.843441Z,97548,
2025-02-14T16:44:05.338009Z,97546,
2025-02-14T16:44:06.832126Z,97539,
2025-02-14T16:44:08.327436Z,97524,
2025-02-14T16:44:09.823371Z,97554,
2025-02-14T16:44:11.319413Z,97555,
2025-02-14T16:44:12.814610Z,97559,
2025-02-14T16:44:14.310076Z,97554,
2025-02-14T16:44:15.805019Z,97508,
