timestamp, mass_sensor_0, mass_sensor_1, mass_sensor_2, mass, temperature_sensor_0, temperature_sensor_1, temperature_sensor_2, temperature
2025-07-28T20:17:46.070031Z, 192009.859375, 166709.140625, 200814.140625, 559533.125, 1673.142822265625, 1661.5714111328125, 1676.5714111328125, 1670.4285888671875
2025-07-28T20:17:47.556224Z, 192013.859375, 166682.28125, 200860.578125, 559556.6875, 1671.142822265625, 1663.2857666015625, 1676.142822265625, 1670.1904296875
2025-07-28T20:19:10.736978Z, 191943.28125, 166741.859375, 200779.421875, 559464.5625, 1672.5714111328125, 1661.857177734375, 1676.857177734375, 1670.4287109375
2025-07-28T20:19:12.145831Z, 191951.28125, 166741.71875, 200851.421875, 559544.4375, 1670.2857666015625, 1661.857177734375, 1677.5714111328125, 1669.90478515625
