timestamp,channel0,channel1,channel2,channel3
2024-12-24T00:32:44.019070Z,476,595,826,541
2024-12-24T00:32:45.027055Z,476,595,826,541
2024-12-24T00:32:46.039019Z,476,595,826,540
2024-12-24T00:32:47.049964Z,476,596,826,541
2024-12-24T00:32:48.057947Z,475,595,825,540
2024-12-24T00:32:49.069710Z,475,595,826,541
2024-12-24T00:32:50.080660Z,475,595,825,540
2024-12-24T00:32:51.088833Z,476,595,825,540
2024-12-24T00:32:52.100618Z,476,595,825,540
2024-12-24T00:32:53.111794Z,476,596,824,540
2024-12-24T00:32:54.119756Z,475,595,826,539
2024-12-24T00:32:55.130713Z,475,595,826,538
2024-12-24T00:32:56.138684Z,476,595,825,538
2024-12-24T00:32:57.146663Z,476,595,825,538
2024-12-24T00:32:58.157585Z,476,595,825,537
2024-12-24T00:32:59.165584Z,476,596,825,537
2024-12-24T00:33:00.177360Z,476,596,825,537
2024-12-24T00:33:01.188420Z,476,596,826,537
2024-12-24T00:33:02.196507Z,476,596,825,537
2024-12-24T00:33:03.208418Z,476,595,825,537
2024-12-24T00:33:04.219414Z,476,596,825,537
2024-12-24T00:33:05.227392Z,476,596,826,537
2024-12-24T00:33:06.239356Z,475,596,825,536
2024-12-24T00:33:07.250320Z,475,596,826,536
2024-12-24T00:33:08.258245Z,475,596,826,536
2024-12-24T00:33:09.270247Z,475,595,826,536
2024-12-24T00:33:10.281212Z,474,595,826,536
2024-12-24T00:33:11.289186Z,474,595,826,536
2024-12-24T00:33:12.300964Z,474,595,826,536
2024-12-24T00:33:13.312152Z,474,595,826,536
2024-12-24T00:33:14.320080Z,474,594,824,536
2024-12-24T00:33:15.332026Z,474,594,825,535
2024-12-24T00:33:16.343015Z,474,594,825,535
2024-12-24T00:33:17.350986Z,474,594,824,535
2024-12-24T00:33:18.362941Z,474,594,824,535
2024-12-24T00:33:19.373899Z,474,594,824,535
2024-12-24T00:33:20.381889Z,474,594,825,534
2024-12-24T00:33:21.393656Z,474,594,824,534
2024-12-24T00:33:22.404635Z,474,594,825,534
2024-12-24T00:33:23.412787Z,474,594,824,535
2024-12-24T00:33:24.424562Z,473,595,825,534
2024-12-24T00:33:25.435703Z,473,594,824,534
2024-12-24T00:33:26.443676Z,479,600,825,556
2024-12-24T00:33:27.455636Z,655,832,912,333
2024-12-24T00:33:28.466633Z,431,480,911,348
2024-12-24T00:33:29.474577Z,315,405,874,381
2024-12-24T00:33:30.486536Z,322,403,872,372
2024-12-24T00:33:31.497507Z,306,393,866,356
2024-12-24T00:33:32.505487Z,279,367,864,333
2024-12-24T00:33:33.517257Z,278,366,863,331
2024-12-24T00:33:34.528373Z,278,364,864,329
2024-12-24T00:33:35.536370Z,280,380,865,334
2024-12-24T00:33:36.548361Z,279,358,863,324
2024-12-24T00:33:37.559308Z,273,362,861,317
2024-12-24T00:33:38.567271Z,281,388,859,340
2024-12-24T00:33:39.578241Z,276,379,856,334
2024-12-24T00:33:40.586230Z,276,378,852,332
2024-12-24T00:33:41.594167Z,276,377,853,331
2024-12-24T00:33:42.605134Z,276,377,852,330
2024-12-24T00:33:43.613129Z,277,377,852,329
2024-12-24T00:33:44.624892Z,278,363,852,323
2024-12-24T00:33:45.636078Z,276,360,851,321
2024-12-24T00:33:46.644034Z,276,360,851,321
2024-12-24T00:33:47.655981Z,276,361,851,321
2024-12-24T00:33:48.666952Z,275,360,851,320
2024-12-24T00:33:49.674923Z,275,360,850,320
2024-12-24T00:33:50.686888Z,278,365,850,321
2024-12-24T00:33:51.697856Z,274,359,848,316
2024-12-24T00:33:52.705804Z,272,354,848,314
2024-12-24T00:33:53.717602Z,271,350,848,313
2024-12-24T00:33:54.728559Z,271,350,847,313
2024-12-24T00:33:55.736717Z,271,350,847,312
2024-12-24T00:33:56.748508Z,271,350,847,312
2024-12-24T00:33:57.759642Z,271,350,849,312
2024-12-24T00:33:58.767618Z,271,350,847,312
2024-12-24T00:33:59.779583Z,271,350,849,311
2024-12-24T00:34:00.790567Z,271,350,849,311
2024-12-24T00:34:01.798506Z,271,350,851,311
2024-12-24T00:34:02.810471Z,271,350,848,311
2024-12-24T00:34:03.821457Z,271,350,849,310
2024-12-24T00:34:04.829411Z,272,351,849,310
2024-12-24T00:34:05.841189Z,272,352,849,310
2024-12-24T00:34:06.852351Z,272,352,848,310
2024-12-24T00:34:07.860342Z,273,352,848,311
2024-12-24T00:34:08.872308Z,273,352,847,310
2024-12-24T00:34:09.883281Z,273,353,845,311
2024-12-24T00:34:10.891224Z,273,353,846,310
2024-12-24T00:34:11.903163Z,273,354,846,310
2024-12-24T00:34:12.914140Z,274,354,848,311
2024-12-24T00:34:13.922136Z,273,354,848,311
2024-12-24T00:34:14.934099Z,274,354,847,311
2024-12-24T00:34:15.944890Z,273,354,847,311
2024-12-24T00:34:16.953007Z,273,354,847,311
2024-12-24T00:34:17.964791Z,273,354,847,311
2024-12-24T00:34:18.975963Z,273,354,846,312
2024-12-24T00:34:19.983916Z,273,354,845,311
2024-12-24T00:34:20.995863Z,274,354,845,311
2024-12-24T00:34:22.006840Z,274,354,845,312
2024-12-24T00:34:23.014834Z,274,354,843,312
2024-12-24T00:34:24.026776Z,274,354,846,311
2024-12-24T00:34:25.037758Z,274,354,845,311
2024-12-24T00:34:26.045702Z,274,354,843,311
2024-12-24T00:34:27.056479Z,274,354,843,312
2024-12-24T00:34:28.064641Z,274,354,842,312
2024-12-24T00:34:29.072613Z,275,355,843,311
2024-12-24T00:34:30.083565Z,275,356,842,312
2024-12-24T00:34:31.091552Z,275,355,842,312
2024-12-24T00:34:32.103505Z,275,356,842,312
2024-12-24T00:34:33.114486Z,274,355,842,312
2024-12-24T00:34:34.122380Z,274,355,843,312
2024-12-24T00:34:35.134425Z,274,355,843,312
2024-12-24T00:34:36.145408Z,274,356,841,312
2024-12-24T00:34:37.153362Z,274,356,842,312
2024-12-24T00:34:38.165141Z,274,356,840,312
2024-12-24T00:34:39.176332Z,274,356,840,312
2024-12-24T00:34:40.184186Z,274,356,841,312
2024-12-24T00:34:41.196266Z,274,356,841,312
2024-12-24T00:34:42.207181Z,274,356,841,312
2024-12-24T00:34:43.215171Z,274,356,840,312
2024-12-24T00:34:44.227099Z,274,356,840,312
2024-12-24T00:34:45.238093Z,273,356,840,312
2024-12-24T00:34:46.246058Z,273,356,841,312
2024-12-24T00:34:47.257826Z,273,355,840,312
2024-12-24T00:34:48.268815Z,273,356,841,311
2024-12-24T00:34:49.276956Z,273,355,841,311
2024-12-24T00:34:50.288733Z,273,355,841,311
2024-12-24T00:34:51.299907Z,272,356,842,312
2024-12-24T00:34:52.307869Z,273,355,840,311
2024-12-24T00:34:53.319869Z,273,355,841,311
2024-12-24T00:34:54.330836Z,272,355,841,311
2024-12-24T00:34:55.338805Z,272,355,840,311
2024-12-24T00:34:56.350638Z,273,355,841,311
2024-12-24T00:34:57.361718Z,273,356,840,310
2024-12-24T00:34:58.369671Z,272,355,839,310
2024-12-24T00:34:59.381429Z,272,355,837,310
2024-12-24T00:35:00.392452Z,272,355,839,310
2024-12-24T00:35:01.400608Z,272,355,839,310
2024-12-24T00:35:02.412347Z,272,355,839,310
2024-12-24T00:35:03.423528Z,272,355,839,310
2024-12-24T00:35:04.431787Z,273,355,837,310
2024-12-24T00:35:05.443455Z,273,355,838,310
2024-12-24T00:35:06.454432Z,273,355,838,310
2024-12-24T00:35:07.462404Z,273,355,838,310
2024-12-24T00:35:08.475048Z,273,355,837,310
2024-12-24T00:35:09.485302Z,274,355,837,310
2024-12-24T00:35:10.493254Z,274,355,837,310
2024-12-24T00:35:11.505029Z,274,356,838,310
2024-12-24T00:35:12.516223Z,273,355,837,310
2024-12-24T00:35:13.524175Z,273,356,836,310
2024-12-24T00:35:14.535121Z,273,356,836,310
2024-12-24T00:35:15.543075Z,273,356,836,310
2024-12-24T00:35:16.551078Z,273,356,837,310
2024-12-24T00:35:17.562022Z,273,357,837,310
2024-12-24T00:35:18.569988Z,273,356,835,310
2024-12-24T00:35:19.581812Z,273,356,837,310
2024-12-24T00:35:20.592775Z,273,356,837,310
2024-12-24T00:35:21.600942Z,273,356,836,310
2024-12-24T00:35:22.612996Z,273,356,835,310
2024-12-24T00:35:23.623912Z,273,356,836,310
2024-12-24T00:35:24.631826Z,273,356,836,310
2024-12-24T00:35:25.643807Z,273,356,836,310
2024-12-24T00:35:26.654711Z,273,356,836,310
2024-12-24T00:35:27.662746Z,272,356,834,310
2024-12-24T00:35:28.674675Z,272,355,835,310
2024-12-24T00:35:29.685634Z,272,355,835,310
2024-12-24T00:35:30.693609Z,272,355,836,310
2024-12-24T00:35:31.705379Z,272,355,835,310
2024-12-24T00:35:32.716440Z,272,355,836,309
2024-12-24T00:35:33.724514Z,272,355,835,309
2024-12-24T00:35:34.736411Z,272,355,835,310
2024-12-24T00:35:35.747430Z,272,355,836,310
2024-12-24T00:35:36.755407Z,272,355,835,310
2024-12-24T00:35:37.767411Z,271,355,835,309
2024-12-24T00:35:38.778348Z,271,355,834,310
2024-12-24T00:35:39.786325Z,271,354,835,309
2024-12-24T00:35:40.798158Z,271,355,835,309
2024-12-24T00:35:41.809230Z,271,355,834,309
2024-12-24T00:35:42.817196Z,271,354,834,309
2024-12-24T00:35:43.828977Z,271,354,835,309
2024-12-24T00:35:44.840154Z,271,354,836,309
2024-12-24T00:35:45.848116Z,272,354,835,309
2024-12-24T00:35:46.860077Z,271,354,834,309
2024-12-24T00:35:47.871067Z,271,355,835,309
2024-12-24T00:35:48.879018Z,271,355,835,309
2024-12-24T00:35:49.890955Z,272,355,835,309
2024-12-24T00:35:50.901945Z,271,355,835,309
2024-12-24T00:35:51.909902Z,271,355,837,309
2024-12-24T00:35:52.921669Z,271,355,837,309
2024-12-24T00:35:53.932636Z,272,356,837,309
2024-12-24T00:35:54.940801Z,271,355,837,309
2024-12-24T00:35:55.952565Z,271,355,837,309
2024-12-24T00:35:56.963743Z,271,355,837,309
2024-12-24T00:35:57.971699Z,271,355,836,309
2024-12-24T00:35:58.982669Z,271,355,836,309
2024-12-24T00:35:59.990637Z,271,355,836,309
2024-12-24T00:36:00.998586Z,271,355,836,309
2024-12-24T00:36:02.009562Z,271,355,836,309
2024-12-24T00:36:03.017535Z,270,355,836,309
2024-12-24T00:36:04.029304Z,271,355,837,309
2024-12-24T00:36:05.040405Z,271,355,834,309
2024-12-24T00:36:06.048439Z,271,355,834,309
2024-12-24T00:36:07.060366Z,271,355,834,310
2024-12-24T00:36:08.071367Z,271,355,833,310
2024-12-24T00:36:09.079321Z,271,355,834,309
2024-12-24T00:36:10.091284Z,271,355,834,309
2024-12-24T00:36:11.102262Z,270,355,834,310
2024-12-24T00:36:12.110230Z,270,355,835,310
2024-12-24T00:36:13.122130Z,270,354,836,309
2024-12-24T00:36:14.133145Z,271,354,835,309
2024-12-24T00:36:15.141150Z,270,354,834,309
2024-12-24T00:36:16.152914Z,270,354,834,309
2024-12-24T00:36:17.164069Z,270,354,833,309
2024-12-24T00:36:18.172032Z,270,354,833,309
2024-12-24T00:36:19.184015Z,270,354,834,309
2024-12-24T00:36:20.194947Z,270,354,834,309
2024-12-24T00:36:21.202958Z,270,354,833,309
2024-12-24T00:36:22.214891Z,270,354,833,308
2024-12-24T00:36:23.225885Z,270,354,832,309
2024-12-24T00:36:24.233844Z,271,354,833,308
2024-12-24T00:36:25.245636Z,271,355,833,308
2024-12-24T00:36:26.256575Z,271,355,833,308
2024-12-24T00:36:27.264759Z,271,355,833,308
2024-12-24T00:36:28.276492Z,271,355,833,308
2024-12-24T00:36:29.287700Z,270,354,833,308
2024-12-24T00:36:30.295647Z,270,354,833,308
2024-12-24T00:36:31.307611Z,270,354,833,308
2024-12-24T00:36:32.318583Z,270,354,833,308
2024-12-24T00:36:33.326537Z,270,354,833,308
2024-12-24T00:36:34.338512Z,270,354,833,308
2024-12-24T00:36:35.349466Z,270,354,832,308
2024-12-24T00:36:36.357461Z,269,354,832,308
2024-12-24T00:36:37.369221Z,270,354,834,307
2024-12-24T00:36:38.380369Z,270,354,834,308
2024-12-24T00:36:39.388372Z,270,354,832,308
2024-12-24T00:36:40.400351Z,270,354,833,308
2024-12-24T00:36:41.411267Z,270,354,834,308
2024-12-24T00:36:42.419225Z,270,354,834,308
2024-12-24T00:36:43.431186Z,269,354,832,308
2024-12-24T00:36:44.442172Z,269,354,833,308
2024-12-24T00:36:45.450133Z,270,354,834,308
2024-12-24T00:36:46.461093Z,270,354,834,308
2024-12-24T00:36:47.469065Z,269,354,833,308
2024-12-24T00:36:48.477042Z,270,354,833,308
2024-12-24T00:36:49.488002Z,270,353,833,308
2024-12-24T00:36:50.495976Z,270,353,834,308
2024-12-24T00:36:51.507921Z,270,354,833,308
2024-12-24T00:36:52.518928Z,270,354,833,308
2024-12-24T00:36:53.526877Z,270,354,833,307
2024-12-24T00:36:54.538832Z,270,354,834,307
2024-12-24T00:36:55.549809Z,270,354,833,307
2024-12-24T00:36:56.557795Z,270,354,834,308
2024-12-24T00:36:57.569542Z,270,354,833,307
2024-12-24T00:36:58.580529Z,269,354,833,308
2024-12-24T00:36:59.588677Z,269,354,832,307
2024-12-24T00:37:00.600512Z,269,354,832,307
2024-12-24T00:37:01.611602Z,269,354,834,308
2024-12-24T00:37:02.619597Z,269,354,833,307
2024-12-24T00:37:03.631546Z,270,354,833,307
2024-12-24T00:37:04.642502Z,270,354,832,307
2024-12-24T00:37:05.650479Z,270,354,833,307
2024-12-24T00:37:06.662306Z,270,354,834,307
2024-12-24T00:37:07.673420Z,269,354,832,307
2024-12-24T00:37:08.681382Z,269,354,833,307
2024-12-24T00:37:09.693155Z,269,353,833,307
2024-12-24T00:37:10.704333Z,269,353,833,307
2024-12-24T00:37:11.712292Z,269,354,832,307
2024-12-24T00:37:12.724294Z,269,354,833,307
2024-12-24T00:37:13.735219Z,269,353,833,307
2024-12-24T00:37:14.743183Z,269,353,833,307
2024-12-24T00:37:15.755130Z,269,353,831,307
2024-12-24T00:37:16.766111Z,269,353,832,307
2024-12-24T00:37:17.774101Z,269,353,832,306
2024-12-24T00:37:18.786048Z,269,353,832,306
2024-12-24T00:37:19.796818Z,269,353,831,306
2024-12-24T00:37:20.804970Z,269,353,831,306
2024-12-24T00:37:21.816761Z,269,353,831,306
2024-12-24T00:37:22.827901Z,269,352,832,307
2024-12-24T00:37:23.835870Z,269,353,833,306
2024-12-24T00:37:24.847854Z,269,352,834,307
2024-12-24T00:37:25.858824Z,269,352,834,307
2024-12-24T00:37:26.866770Z,269,352,834,306
2024-12-24T00:37:27.878755Z,269,352,834,306
2024-12-24T00:37:28.889724Z,269,352,832,307
2024-12-24T00:37:29.897676Z,268,352,832,306
2024-12-24T00:37:30.909441Z,268,352,833,306
2024-12-24T00:37:31.920459Z,268,352,833,306
2024-12-24T00:37:32.928573Z,269,352,832,306
2024-12-24T00:37:33.939541Z,268,352,832,307
2024-12-24T00:37:34.947527Z,268,351,832,306
2024-12-24T00:37:35.955492Z,268,351,833,307
2024-12-24T00:37:36.966443Z,268,352,832,307
2024-12-24T00:37:37.974329Z,268,351,832,307
2024-12-24T00:37:38.986382Z,268,352,832,307
2024-12-24T00:37:39.997345Z,268,352,832,306
2024-12-24T00:37:41.005314Z,268,351,832,306
2024-12-24T00:37:42.017090Z,268,351,832,306
2024-12-24T00:37:43.028296Z,268,352,832,306
2024-12-24T00:37:44.036224Z,268,351,832,306
2024-12-24T00:37:45.048244Z,268,351,832,306
2024-12-24T00:37:46.059189Z,269,352,833,307
2024-12-24T00:37:47.067130Z,268,351,832,307
2024-12-24T00:37:48.079073Z,268,351,832,307
2024-12-24T00:37:49.090059Z,268,352,832,307
2024-12-24T00:37:50.098033Z,268,351,831,307
2024-12-24T00:37:51.109788Z,268,351,833,307
2024-12-24T00:37:52.120765Z,268,352,833,307
2024-12-24T00:37:53.128918Z,268,352,832,307
2024-12-24T00:37:54.140695Z,268,351,832,307
2024-12-24T00:37:55.151852Z,268,351,834,306
2024-12-24T00:37:56.159813Z,268,351,835,307
2024-12-24T00:37:57.171788Z,268,351,834,306
2024-12-24T00:37:58.182750Z,268,351,834,306
2024-12-24T00:37:59.190722Z,268,351,833,306
2024-12-24T00:38:00.202695Z,268,351,832,306
2024-12-24T00:38:01.213668Z,268,351,832,306
2024-12-24T00:38:02.221632Z,268,351,832,306
2024-12-24T00:38:03.233397Z,268,351,833,306
2024-12-24T00:38:04.244431Z,268,351,832,306
2024-12-24T00:38:05.252536Z,268,351,833,306
2024-12-24T00:38:06.264412Z,268,351,833,306
2024-12-24T00:38:07.275469Z,268,351,832,306
2024-12-24T00:38:08.283429Z,268,351,832,306
2024-12-24T00:38:09.295393Z,268,351,832,306
2024-12-24T00:38:10.306338Z,268,351,833,306
2024-12-24T00:38:11.314322Z,268,351,832,306
2024-12-24T00:38:12.326294Z,267,351,832,306
2024-12-24T00:38:13.337271Z,267,351,831,306
2024-12-24T00:38:14.345234Z,267,351,831,306
2024-12-24T00:38:15.357188Z,267,351,831,306
2024-12-24T00:38:16.368751Z,267,351,831,306
2024-12-24T00:38:17.380180Z,267,351,831,306
2024-12-24T00:38:18.392114Z,267,352,831,306
2024-12-24T00:38:19.403048Z,267,352,832,305
2024-12-24T00:38:20.411040Z,267,351,832,306
2024-12-24T00:38:21.422989Z,267,351,830,306
2024-12-24T00:38:22.433951Z,267,351,831,306
2024-12-24T00:38:23.441926Z,267,351,831,306
2024-12-24T00:38:24.453697Z,267,351,831,305
2024-12-24T00:38:25.464780Z,267,351,831,305
2024-12-24T00:38:26.472811Z,267,351,831,305
2024-12-24T00:38:27.484604Z,267,351,831,305
2024-12-24T00:38:28.495759Z,267,351,831,305
2024-12-24T00:38:29.503719Z,267,351,831,305
2024-12-24T00:38:30.515707Z,267,351,831,305
2024-12-24T00:38:31.526661Z,267,351,831,305
2024-12-24T00:38:32.534620Z,267,351,832,305
2024-12-24T00:38:33.546600Z,267,351,832,305
2024-12-24T00:38:34.557553Z,267,351,832,305
2024-12-24T00:38:35.565516Z,267,351,831,305
2024-12-24T00:38:36.577308Z,267,350,831,305
2024-12-24T00:38:37.588420Z,267,351,832,305
2024-12-24T00:38:38.596456Z,267,351,831,305
2024-12-24T00:38:39.608386Z,267,351,831,305
2024-12-24T00:38:40.619351Z,267,351,831,305
2024-12-24T00:38:41.627327Z,267,351,830,305
2024-12-24T00:38:42.639303Z,267,351,830,305
2024-12-24T00:38:43.650256Z,267,351,831,305
2024-12-24T00:38:44.658231Z,267,351,830,305
2024-12-24T00:38:45.669197Z,267,351,831,305
2024-12-24T00:38:46.677171Z,267,351,830,305
2024-12-24T00:38:47.685145Z,267,351,830,305
2024-12-24T00:38:48.696102Z,267,351,830,305
2024-12-24T00:38:49.704063Z,267,351,830,305
2024-12-24T00:38:50.716029Z,267,351,831,305
2024-12-24T00:38:51.727003Z,267,351,831,305
2024-12-24T00:38:52.734968Z,267,351,832,305
2024-12-24T00:38:53.746936Z,266,351,831,305
2024-12-24T00:38:54.757883Z,266,351,832,305
2024-12-24T00:38:55.765862Z,267,351,831,305
2024-12-24T00:38:56.777637Z,266,351,831,305
2024-12-24T00:38:57.788613Z,266,351,831,305
2024-12-24T00:38:58.796770Z,266,351,831,305
2024-12-24T00:38:59.808540Z,266,351,830,305
2024-12-24T00:39:00.819697Z,266,351,831,305
2024-12-24T00:39:01.827669Z,266,350,831,305
2024-12-24T00:39:02.839633Z,266,350,830,305
2024-12-24T00:39:03.850589Z,266,351,831,305
2024-12-24T00:39:04.858576Z,266,350,831,305
2024-12-24T00:39:05.870520Z,266,350,831,305
2024-12-24T00:39:06.881504Z,266,350,831,305
2024-12-24T00:39:07.889456Z,266,350,830,305
2024-12-24T00:39:08.901244Z,266,350,830,305
2024-12-24T00:39:09.912381Z,266,350,830,305
2024-12-24T00:39:10.920374Z,266,350,831,305
2024-12-24T00:39:11.932338Z,266,350,832,305
2024-12-24T00:39:12.943302Z,265,350,831,306
2024-12-24T00:39:13.951270Z,266,350,832,305
2024-12-24T00:39:14.963243Z,266,350,832,305
2024-12-24T00:39:15.974204Z,265,350,831,305
2024-12-24T00:39:16.982154Z,266,350,829,305
2024-12-24T00:39:17.994141Z,265,350,830,305
2024-12-24T00:39:19.005122Z,265,350,830,305
2024-12-24T00:39:20.013073Z,265,350,830,305
2024-12-24T00:39:21.024835Z,265,350,831,305
2024-12-24T00:39:22.035997Z,265,350,830,305
2024-12-24T00:39:23.043966Z,265,350,830,305
2024-12-24T00:39:24.055923Z,265,350,831,305
2024-12-24T00:39:25.066887Z,265,350,830,305
2024-12-24T00:39:26.074865Z,265,350,830,305
2024-12-24T00:39:27.086811Z,265,350,827,305
2024-12-24T00:39:28.097805Z,265,350,830,306
2024-12-24T00:39:29.105785Z,265,350,830,306
2024-12-24T00:39:30.116549Z,265,350,830,306
2024-12-24T00:39:31.124693Z,265,349,829,306
2024-12-24T00:39:32.132658Z,265,349,829,306
2024-12-24T00:39:33.143610Z,265,349,829,305
2024-12-24T00:39:34.151615Z,265,349,828,305
2024-12-24T00:39:35.163578Z,265,349,826,305
2024-12-24T00:39:36.174526Z,265,349,826,306
2024-12-24T00:39:37.182507Z,265,349,829,305
2024-12-24T00:39:38.194474Z,265,349,829,305
2024-12-24T00:39:39.205446Z,265,349,829,305
2024-12-24T00:39:40.213415Z,265,349,829,305
2024-12-24T00:39:41.225175Z,265,349,828,305
2024-12-24T00:39:42.236353Z,265,349,828,305
2024-12-24T00:39:43.244328Z,265,349,828,305
2024-12-24T00:39:44.256301Z,265,349,826,305
2024-12-24T00:39:45.267262Z,265,350,826,306
2024-12-24T00:39:46.275212Z,265,349,828,306
2024-12-24T00:39:47.287180Z,265,350,828,305
2024-12-24T00:39:48.298145Z,265,350,828,306
2024-12-24T00:39:49.306108Z,265,349,829,306
2024-12-24T00:39:50.318066Z,265,349,829,305
2024-12-24T00:39:51.328845Z,265,349,828,306
2024-12-24T00:39:52.336924Z,265,349,828,306
2024-12-24T00:39:53.348781Z,265,349,829,305
2024-12-24T00:39:54.359932Z,265,349,828,306
2024-12-24T00:39:55.367901Z,265,349,829,305
2024-12-24T00:39:56.379884Z,265,349,829,305
2024-12-24T00:39:57.390855Z,265,349,829,306
2024-12-24T00:39:58.398815Z,265,349,828,305
2024-12-24T00:39:59.410768Z,265,349,828,306
2024-12-24T00:40:00.421728Z,265,349,829,305
2024-12-24T00:40:01.429730Z,265,349,827,306
2024-12-24T00:40:02.441480Z,265,349,829,305
2024-12-24T00:40:03.452487Z,265,349,830,306
2024-12-24T00:40:04.460619Z,265,349,828,305
2024-12-24T00:40:05.472447Z,265,349,828,305
2024-12-24T00:40:06.483532Z,265,349,829,306
2024-12-24T00:40:07.491503Z,265,349,829,306
2024-12-24T00:40:08.503493Z,265,349,830,306
2024-12-24T00:40:09.514445Z,265,349,829,306
2024-12-24T00:40:10.522405Z,265,349,828,306
2024-12-24T00:40:11.534359Z,265,349,828,306
2024-12-24T00:40:12.545349Z,265,349,828,306
2024-12-24T00:40:13.553302Z,265,349,830,306
2024-12-24T00:40:14.564308Z,265,349,826,306
2024-12-24T00:40:15.572254Z,265,349,829,306
2024-12-24T00:40:16.580229Z,265,349,828,306
2024-12-24T00:40:17.591044Z,265,349,828,306
2024-12-24T00:40:18.599157Z,265,349,828,306
2024-12-24T00:40:19.611025Z,265,349,828,306
2024-12-24T00:40:20.622078Z,265,349,828,306
2024-12-24T00:40:21.630053Z,265,349,828,306
2024-12-24T00:40:22.641820Z,265,349,828,306
2024-12-24T00:40:23.652788Z,265,349,828,306
2024-12-24T00:40:24.660949Z,265,349,828,306
2024-12-24T00:40:25.672724Z,265,349,827,306
2024-12-24T00:40:26.683875Z,265,349,828,306
2024-12-24T00:40:27.691863Z,265,349,828,306
2024-12-24T00:40:28.703818Z,265,349,829,306
2024-12-24T00:40:29.714770Z,265,349,828,306
2024-12-24T00:40:30.722756Z,265,349,828,306
2024-12-24T00:40:31.734698Z,265,349,829,306
2024-12-24T00:40:32.745686Z,265,349,829,306
2024-12-24T00:40:33.753662Z,265,349,827,306
2024-12-24T00:40:34.765421Z,265,349,828,306
2024-12-24T00:40:35.776444Z,265,349,829,306
2024-12-24T00:40:36.784536Z,265,349,829,306
2024-12-24T00:40:37.796435Z,265,349,829,306
2024-12-24T00:40:38.807477Z,265,349,828,306
2024-12-24T00:40:39.815448Z,265,349,829,306
2024-12-24T00:40:40.827403Z,265,349,828,306
2024-12-24T00:40:41.838371Z,265,349,828,306
2024-12-24T00:40:42.846345Z,265,349,827,306
2024-12-24T00:40:43.858313Z,264,349,828,306
2024-12-24T00:40:44.869283Z,265,349,828,306
2024-12-24T00:40:45.877253Z,264,349,829,306
2024-12-24T00:40:46.889020Z,264,349,829,306
2024-12-24T00:40:47.900196Z,264,349,828,305
2024-12-24T00:40:48.908182Z,264,349,829,305
2024-12-24T00:40:49.920148Z,264,349,828,306
2024-12-24T00:40:50.931057Z,264,349,828,306
2024-12-24T00:40:51.939032Z,264,349,829,306
2024-12-24T00:40:52.950988Z,264,349,828,306
2024-12-24T00:40:53.961973Z,264,349,828,306
2024-12-24T00:40:54.969926Z,264,348,829,306
2024-12-24T00:40:55.981711Z,264,349,828,306
2024-12-24T00:40:56.992683Z,264,349,829,306
2024-12-24T00:40:58.000833Z,264,349,829,306
2024-12-24T00:40:59.012614Z,264,349,828,306
2024-12-24T00:41:00.023776Z,264,349,829,306
2024-12-24T00:41:01.031741Z,264,348,828,306
